ID,ShopliftingPrev,ShopliftingFreq,SeriousTheftPrev,SeriousTheftFreq,CrimDamagePrev,CrimDamageFreq,ViolentCrimePrev,ViolentCrimeFreq,TotalCrimePrev,TotalCrimeFreq,PoorSelfControl,PeerCrime,MoralEmotions,Deterrence,NeighInforSocControl,AlcoholPrev,AlcoholFreq,ArrestedPrev,ArrestedFreq,Sex,Ethnicity,NeighbourhoodSD,FamilySD
174,0,0,0,0,0,0,0,0,0,0,0,2,2.534098081,0.42533379,8,0,0,0,0,1,3,-0.561118961,-1.262014744
175,0,0,0,0,0,0,0,0,0,0,10,4,0.192417282,-2.059427367,12,1,20,0,0,0,1,-0.608834542,-0.383489495
176,0,0,0,0,0,0,0,0,0,0,9,1,1.155587057,0.827542217,7,1,7,0,0,1,1,-0.996141921,-1.262014744
177,1,1,0,0,0,0,0,0,1,1,3,8,2.224827072,2.945850246,12,1,26,0,0,1,1,-1.048383848,-1.801168672
178,0,0,0,0,0,0,1,2,1,2,15,6,0.537045038,-4.285001291,11,1,15,0,0,1,1,-1.204277457,-0.878589035
179,1,1,0,0,1,4,0,0,1,5,16,5,-2.043193277,-0.78129149,10,1,26,0,0,1,1,-1.567723617,0.427416431
180,0,0,0,0,0,0,0,0,0,0,17,3,-3.006363052,-0.307572467,11,1,20,1,1,1,1,0.976093286,0.267338622
181,0,0,0,0,0,0,0,0,0,0,10,0,0.607758532,0.899052814,7,0,0,0,0,0,1,0.767304215,0.874111754
182,0,0,0,0,1,2,1,4,1,6,9,8,0.227774029,-2.497391093,5,0,0,1,1,0,3,0.215825093,1.126648525
183,0,0,0,0,1,1,0,0,1,1,15,5,0.263130776,0.09463596,5,1,5,0,0,1,1,-0.387378713,0.155664552
184,0,0,0,0,1,1,1,5,1,6,13,7,0.192417282,-0.343327765,9,1,80,1,3,0,1,-0.243722922,1.126648525
185,0,0,0,0,0,0,0,0,0,0,0,3,1.880199316,0.827542217,14,1,54,0,0,0,1,-1.247387264,0.043990722
186,1,1,0,0,0,0,0,0,1,1,11,7,-1.804635761,-4.98215225,6,1,3,0,0,0,1,1.210343785,1.034189801
187,0,0,0,0,0,0,0,0,0,0,6,0,1.22630055,0.461089088,10,0,0,0,0,0,1,-0.903731097,-1.849572769
188,0,0,0,0,0,0,0,0,0,0,10,7,-1.972479783,0.899052814,7,0,0,0,0,0,3,0.701741148,1.621748065
189,0,0,0,0,0,0,0,0,0,0,13,5,0.227774029,0.899052814,11,1,4,0,0,0,1,-0.408080106,-1.597036236
190,0,0,0,0,0,0,0,0,0,0,10,8,0.537045038,-0.817046789,8,1,3,0,0,0,1,-1.601418599,-1.373688575
191,0,0,1,1,1,1,1,1,1,2,11,8,-0.461481484,2.543641819,10,1,25,0,0,0,1,-0.476221434,-0.718510988
192,0,0,0,0,0,0,0,0,0,0,10,2,1.844842569,1.265505942,12,1,2,0,0,1,1,0.822197382,-2.024516453
193,0,0,0,0,0,0,0,0,0,0,12,1,1.500214813,0.934808112,16,1,10,0,0,0,1,-0.97524152,-1.9612466
194,1,4,0,0,1,2,0,0,1,6,18,12,-0.770752493,0.899052814,11,1,50,0,0,1,1,-1.539833127,-0.941858649
195,0,0,0,0,0,0,1,1,1,1,12,7,-1.389294511,-1.183499917,7,1,3,0,0,1,1,-0.699209851,0.427416431
196,0,0,0,0,0,0,0,0,0,0,8,2,0.263130776,0.42533379,11,1,30,0,0,1,1,-0.699209851,0.0923947
197,1,4,0,0,0,0,1,3,1,7,6,7,0.8109593,1.265505942,8,1,25,0,0,1,1,0.520334632,-1.150340913
198,1,10,1,1,1,5,1,3,1,19,19,15,-1.115380249,-0.379083064,5,1,15,1,4,1,1,1.664465257,1.238322356
199,0,0,0,0,0,0,0,0,0,0,14,2,0.846316047,0.496844387,14,1,5,0,0,1,2,-0.96015976,0.568278894
200,0,0,0,0,0,0,0,0,0,0,9,6,0.263130776,0.461089088,13,1,2,0,0,1,1,-0.820158776,0.427416431
201,1,90,1,99,1,32,1,22,1,247,14,15,-4.694145086,-4.946396952,13,1,200,1,2,0,4,1.430814046,0.471470938
202,0,0,0,0,0,0,0,0,0,0,7,1,2.534098081,0.899052814,8,1,5,0,0,1,3,-0.368151687,-0.227761156
203,0,0,0,0,0,0,0,0,0,0,11,2,1.570928307,-0.78129149,13,1,52,0,0,1,1,-0.192905642,-1.262014744
204,0,0,0,0,0,0,0,0,0,0,10,6,0.192417282,-0.343327765,10,1,4,0,0,0,1,-0.306822105,0.427416431
205,1,20,0,0,0,0,0,0,1,21,12,7,-2.458534527,-2.899599519,14,1,4,0,0,0,1,0.034859441,-0.990262866
206,0,0,0,0,1,2,0,0,1,2,7,2,2.189470325,1.739224966,8,1,6,0,0,0,1,-0.737203239,0.539090261
207,0,0,0,0,0,0,0,0,0,0,13,0,1.844842569,-0.343327765,10,1,4,0,0,0,1,0.361995251,-0.703645113
208,0,0,0,0,0,0,0,0,0,0,8,2,-1.733922268,-1.657218941,15,1,5,0,0,1,1,0.976093286,0.398227798
209,0,0,0,0,0,0,0,0,0,0,3,1,0.952386288,2.507886521,11,0,0,0,0,1,1,0.220718074,1.621748065
210,0,0,0,0,0,0,0,0,0,0,11,4,0.881672794,1.667714369,9,1,15,0,0,0,3,-1.441742663,-0.990262866
211,0,0,0,0,0,0,0,0,0,0,14,7,-3.934176079,-3.266052648,8,1,11,0,0,0,1,0.573831347,1.126648525
212,1,3,0,0,1,2,0,0,1,5,4,6,-0.355411243,1.30126124,9,1,21,0,0,1,1,-0.612215635,-0.655241373
213,0,0,0,0,0,0,0,0,0,0,6,4,0.881672794,-0.414838362,16,0,0,0,0,0,1,-0.634205675,0.063206067
214,0,0,0,0,0,0,0,0,0,0,10,1,2.534098081,-1.514197747,6,1,12,0,0,1,1,-0.591717491,0.3157426
215,0,0,0,0,0,0,1,3,1,3,13,4,1.500214813,-0.048385233,13,1,7,1,1,0,1,0.629785465,0.0923947
216,0,0,0,0,0,0,0,0,0,0,7,3,2.189470325,-1.255010514,9,1,10,0,0,1,1,-0.89750022,-1.150340913
217,0,0,0,0,0,0,0,0,0,0,14,4,-1.115380249,-2.497391093,10,1,12,1,1,0,1,0.040388922,0.650764092
218,1,3,0,0,1,2,1,6,1,11,13,7,-2.42317778,-0.817046789,7,1,30,1,2,0,1,-0.598822815,-1.038666844
219,1,3,1,3,1,10,1,4,1,21,11,10,-3.350990808,-1.621463642,7,1,50,0,0,0,1,1.264400677,1.014974217
220,0,0,0,0,0,0,0,0,0,0,8,1,-3.041719798,1.193995346,4,0,0,0,0,0,1,0.822197382,1.733421896
221,0,0,0,0,0,0,1,1,1,1,9,5,1.155587057,1.30126124,13,0,0,0,0,1,3,-0.347867711,0.111610283
222,0,0,0,0,0,0,0,0,0,0,16,1,1.844842569,2.141433392,12,0,0,0,0,1,3,0.799412492,0.810842139
223,0,0,0,0,0,0,0,0,0,0,18,15,-1.804635761,-4.141980098,11,1,15,0,0,1,1,-1.174357393,-0.17935694
224,0,0,0,0,0,0,0,0,0,0,14,0,0.607758532,2.945850246,16,0,0,0,0,0,1,-1.075938431,-0.160141595
225,1,51,0,0,1,1,1,4,1,56,14,16,-1.186093743,-2.023672069,3,1,131,0,0,1,1,0.173941899,0.743222816
226,0,0,0,0,0,0,0,0,0,0,11,1,-0.116853727,0.130391258,12,1,15,0,0,0,1,-0.737203239,-0.926993013
227,1,1,0,0,1,3,1,5,1,10,17,12,-1.460008005,-0.379083064,8,1,12,1,2,0,1,0.477476931,0.204068769
228,0,0,0,0,0,0,0,0,0,0,11,0,2.534098081,2.945850246,13,0,0,0,0,1,3,0.985551429,0.427416431
229,0,0,0,0,1,3,0,0,1,3,14,4,0.572401785,0.42533379,12,1,20,0,0,1,1,-1.46323973,-2.296268331
230,0,0,0,0,0,0,0,0,0,0,9,4,0.846316047,0.863297515,12,1,15,0,0,1,1,-1.13071642,0.699168309
231,0,0,0,0,0,0,0,0,0,0,15,2,-2.697092042,0.934808112,13,1,30,1,1,0,4,0.675618514,0.267338622
232,1,7,0,0,1,1,0,0,1,8,12,6,-3.421704302,-2.863844221,4,1,104,0,0,0,1,0.140011304,0.791626556
233,0,0,0,0,0,0,0,0,0,0,14,9,1.500214813,1.30126124,11,1,6,0,0,1,1,1.009422854,1.126648525
234,1,2,0,0,1,5,1,2,1,10,8,3,-1.972479783,-1.255010514,10,1,10,1,1,0,1,0.601563696,1.238322356
235,0,0,0,0,0,0,0,0,0,0,1,0,2.189470325,2.945850246,15,0,0,0,0,0,1,-1.028357792,-0.766915204
236,0,0,0,0,0,0,0,0,0,0,3,2,-0.046140234,0.863297515,11,0,0,0,0,1,1,0.579039296,-0.271815426
237,0,0,0,0,0,0,0,0,0,0,12,0,1.844842569,0.023125363,15,0,0,0,0,1,3,-1.06140498,1.621748065
238,0,0,0,0,0,0,0,0,0,0,8,8,0.537045038,-1.219255215,10,1,45,0,0,0,1,1.462413633,1.014974217
239,0,0,0,0,0,0,0,0,0,0,11,0,1.500214813,2.105678094,12,0,0,0,0,1,2,-1.272739461,-0.971047282
240,0,0,0,0,1,1,1,1,1,2,12,2,-0.426124737,-0.379083064,10,1,2,0,0,0,1,1.648539285,1.621748065
241,0,0,0,0,0,0,0,0,0,0,7,1,1.844842569,1.337016539,13,0,0,0,0,0,1,-1.028357792,-0.655241373
242,0,0,1,2,1,2,1,2,1,6,18,11,-1.663208774,-2.935354818,14,1,7,1,2,1,1,1.775128442,0.650764092
243,0,0,0,0,0,0,0,0,0,0,4,6,-1.115380249,0.863297515,10,1,1,0,0,0,1,-1.415407081,-0.067683109
244,0,0,0,0,0,0,0,0,0,0,11,5,-4.349517329,-3.77552697,8,1,25,1,1,0,1,1.676111474,1.034189801
245,0,0,0,0,1,2,1,3,1,5,16,2,2.189470325,-2.425880496,3,1,11,0,0,1,1,0.400468103,-0.626052502
246,0,0,0,0,0,0,0,0,0,0,10,4,1.190943803,0.023125363,12,0,0,0,0,0,3,-0.530003949,-0.766915204
247,0,0,0,0,1,2,1,6,1,8,13,11,1.190943803,-2.023672069,6,1,4,1,1,0,1,1.72493035,1.126648525
248,0,0,0,0,0,0,0,0,0,0,9,1,0.881672794,0.42533379,7,1,12,0,0,1,1,1.035350683,0.7624384
249,0,0,1,1,1,3,1,3,1,6,8,4,0.952386288,0.461089088,12,1,3,0,0,0,1,-1.441742663,-0.941858649
250,0,0,0,0,0,0,0,0,0,0,6,3,2.189470325,-2.863844221,8,1,2,0,0,1,1,1.004118516,1.126648525
251,0,0,0,0,0,0,0,0,0,0,9,4,1.500214813,0.461089088,16,1,7,0,0,1,1,-0.756976813,-2.407942162
252,0,0,0,0,0,0,0,0,0,0,11,2,1.22630055,0.863297515,13,0,0,0,0,0,1,-0.87948637,-1.262014744
253,0,0,0,0,0,0,0,0,0,0,9,4,-0.770752493,1.337016539,16,1,10,0,0,0,1,1.444245035,1.398399926
254,0,0,0,0,0,0,0,0,0,0,3,1,2.189470325,2.105678094,13,1,1,0,0,1,1,-1.252869072,-2.296268331
255,0,0,0,0,0,0,0,0,0,0,12,8,0.466331544,2.945850246,8,1,52,0,0,1,1,-1.025839153,-0.160141595
256,1,3,0,0,0,0,0,0,1,3,8,7,-1.389294511,-1.255010514,14,1,10,1,1,1,1,0.822197382,0.427416431
257,0,0,0,0,0,0,0,0,0,0,8,2,-1.389294511,2.105678094,14,1,3,0,0,1,2,1.462413633,1.238322356
258,0,0,0,0,0,0,0,0,0,0,12,15,2.534098081,2.945850246,9,1,4,1,2,1,3,0.903284634,0.427416431
259,0,0,1,4,0,0,1,11,1,11,4,5,-1.663208774,0.496844387,12,1,100,0,0,0,4,-0.820158776,-2.407942162
260,0,0,0,0,0,0,0,0,0,0,6,1,2.189470325,1.703469667,8,1,4,0,0,1,1,-1.036483826,-1.373688575
261,0,0,0,0,0,0,1,2,1,2,10,3,-0.426124737,-0.379083064,9,1,26,0,0,0,1,-0.749445048,0.3157426
262,0,0,0,0,0,0,0,0,0,0,9,4,1.844842569,2.105678094,11,1,2,0,0,0,3,-0.454596166,0.267338622
263,0,0,0,0,0,0,0,0,0,0,8,8,1.844842569,1.703469667,16,1,8,0,0,1,1,-1.841576376,-2.407942162
264,0,0,0,0,0,0,1,12,1,12,8,2,1.155587057,0.461089088,14,1,3,0,0,0,1,-1.464381683,-1.262014744
265,0,0,0,0,0,0,0,0,0,0,14,7,-1.080023502,-2.095182666,10,1,12,0,0,1,1,-0.192905642,-0.514378671
266,0,0,0,0,1,3,0,0,1,3,9,3,1.500214813,1.703469667,16,1,5,0,0,0,1,-1.750900219,-0.495163326
267,0,0,0,0,1,2,0,0,1,2,13,2,-0.426124737,0.09463596,12,0,0,0,0,0,1,-1.455182702,0.7624384
268,0,0,0,0,0,0,0,0,0,0,8,4,1.915556063,2.141433392,14,1,6,0,0,1,1,-0.928600534,-1.038666844
269,0,0,0,0,0,0,0,0,0,0,12,2,0.501688291,-0.343327765,8,1,15,0,0,1,2,-0.44450552,1.126648525
270,0,0,0,0,0,0,0,0,0,0,10,7,-0.80610924,-1.692974239,8,1,5,0,0,1,2,0.766657008,-0.815319182
271,0,0,1,8,0,0,1,8,1,8,7,11,-0.770752493,0.42533379,3,1,88,1,2,1,1,-0.217524121,-0.878589035
272,0,0,0,0,0,0,0,0,0,0,8,3,1.844842569,-2.095182666,11,1,7,0,0,1,1,0.636937356,0.408201085
273,0,0,0,0,0,0,0,0,0,0,15,0,-2.971006305,-1.183499917,8,0,0,0,0,0,1,0.999061045,-0.160141595
274,0,0,0,0,1,5,1,2,1,7,13,10,0.157060535,-1.219255215,10,1,10,1,2,1,1,1.664465257,1.014974217
275,0,0,0,0,0,0,0,0,0,0,9,5,2.189470325,1.337016539,14,0,0,0,0,0,3,-0.194545769,0.92251597
276,1,3,0,0,1,1,1,2,1,6,12,10,-0.152210474,0.934808112,10,1,52,0,0,1,1,0.504950775,0.3157426
277,0,0,0,0,1,4,0,0,1,4,16,9,0.572401785,0.899052814,7,1,184,1,1,1,1,-0.345898034,-0.990262866
278,0,0,0,0,0,0,0,0,0,0,21,0,-2.971006305,2.507886521,6,0,0,0,0,0,1,-0.106461303,0.204068769
279,0,0,0,0,1,6,0,0,1,6,5,9,-3.766332058,-4.177735397,13,1,4,0,0,0,1,0.892436046,0.043990722
280,0,0,0,0,0,0,0,0,0,0,9,3,-2.00783653,-0.379083064,8,1,6,0,0,1,1,-1.465529042,-1.932057967
281,0,0,0,0,0,0,0,0,0,0,13,18,0.263130776,2.945850246,8,1,7,0,0,1,1,-0.598822815,0.043990722
282,0,0,0,0,0,0,0,0,0,0,4,1,2.189470325,-0.343327765,10,0,0,0,0,1,3,-0.465455927,1.621748065
283,0,0,0,0,0,0,0,0,0,0,7,6,0.263130776,1.30126124,11,1,5,0,0,0,1,0.077208137,-0.830184818
284,0,0,0,0,0,0,0,0,0,0,12,3,-0.152210474,0.899052814,12,1,3,0,0,1,1,1.210343785,1.257537463
285,0,0,0,0,0,0,0,0,0,0,15,4,1.500214813,-0.414838362,6,1,4,0,0,1,1,2.106715887,-0.320219642
286,0,0,0,0,0,0,0,0,0,0,8,7,-0.496838231,0.934808112,7,1,18,0,0,1,1,0.783586402,-2.407942162
287,0,0,0,0,0,0,0,0,0,0,5,1,1.500214813,-2.497391093,14,0,0,0,0,1,1,-1.029752105,-1.262014744
288,0,0,0,0,1,3,1,1,1,4,10,6,-4.004889573,0.058880662,16,1,6,0,0,0,1,-0.928600534,-0.160141595
289,0,0,0,0,0,0,0,0,0,0,5,2,2.189470325,1.739224966,13,0,0,0,0,1,3,0.048752941,-1.291203376
290,0,0,0,0,0,0,0,0,0,0,5,3,0.607758532,2.105678094,11,1,2,0,0,1,1,1.445398892,0.267338622
291,0,0,0,0,0,0,0,0,0,0,12,3,-3.315634061,-1.219255215,9,1,5,0,0,1,1,-0.34832057,0.539090261
292,0,0,0,0,0,0,0,0,0,0,11,3,-0.152210474,2.141433392,11,0,0,0,0,0,3,-0.693960392,1.126648525
293,1,2,1,1,1,18,1,1,1,25,13,7,-1.080023502,-0.379083064,13,1,11,1,1,0,1,-1.075938431,-0.495163326
294,0,0,0,0,0,0,0,0,0,0,12,10,-1.698565521,0.461089088,5,1,52,0,0,1,1,-0.662177216,0.204068769
295,1,6,0,0,0,0,1,2,1,8,8,5,-1.044666755,-2.863844221,7,1,12,0,0,1,1,1.494722571,1.398399926
296,0,0,0,0,0,0,0,0,0,0,12,9,-2.661735295,-1.219255215,10,1,50,0,0,0,1,0.659636632,0.155664552
297,1,2,0,0,0,0,1,5,1,8,15,4,-2.043193277,-0.379083064,9,1,20,0,0,0,1,-0.813656037,-1.577820891
298,0,0,0,0,1,2,0,0,1,2,8,2,1.155587057,2.141433392,15,1,5,0,0,0,1,-1.279710705,-1.708710186
299,0,0,0,0,0,0,0,0,0,0,9,4,-0.426124737,0.899052814,9,1,52,0,0,1,1,-0.452705248,-0.067683109
300,0,0,0,0,0,0,0,0,0,0,12,6,2.189470325,2.105678094,10,1,6,0,0,1,1,1.678924733,0.267338622
301,0,0,0,0,0,0,0,0,0,0,4,2,1.844842569,-1.255010514,9,0,0,0,0,1,1,0.184105813,0.155664552
302,0,0,0,0,0,0,0,0,0,0,9,11,-1.733922268,-2.533146391,10,1,24,0,0,1,1,1.382764514,0.854896647
303,1,23,0,0,1,2,1,2,1,29,10,13,-0.08149698,0.899052814,7,1,40,1,1,0,1,-1.432359172,-1.932057967
304,0,0,0,0,0,0,0,0,0,0,10,3,1.570928307,1.337016539,15,0,0,0,0,0,1,0.197800572,0.379012453
305,0,0,0,0,0,0,0,0,0,0,8,0,2.189470325,2.543641819,15,0,0,0,0,0,1,1.337432896,0.650764092
306,0,0,0,0,1,1,0,0,1,1,15,6,-2.043193277,-1.657218941,14,1,3,0,0,0,1,-1.016003401,0.043990722
307,0,0,0,0,0,0,0,0,0,0,9,5,-0.116853727,0.023125363,12,1,10,0,0,0,1,-0.900982744,-0.160141595
308,0,0,1,1,0,0,1,1,1,1,6,3,1.880199316,0.461089088,10,0,0,0,0,0,1,-0.89750022,-1.485362405
309,0,0,0,0,0,0,0,0,0,0,9,5,1.844842569,0.934808112,13,1,5,0,0,1,1,-1.028357792,-0.926993013
310,1,1,0,0,0,0,0,0,1,1,15,9,-0.735395746,-0.379083064,3,0,0,1,2,0,1,0.976093286,1.349996187
311,1,1,0,0,0,0,0,0,1,1,10,10,-0.426124737,-0.817046789,15,1,25,0,0,1,1,-0.89750022,-0.655241373
312,1,1,0,0,1,1,0,0,1,3,12,10,-2.626378548,-2.059427367,9,1,21,0,0,1,1,-1.73832614,-0.208545573
313,0,0,0,0,0,0,0,0,0,0,6,5,-0.700038999,0.023125363,10,0,0,0,0,0,2,-1.849159222,-2.184594381
314,0,0,0,0,0,0,0,0,0,0,3,3,-0.08149698,0.058880662,14,1,5,0,0,0,1,-0.820158776,0.427416431
315,0,0,0,0,0,0,1,7,1,7,13,2,-0.187567221,1.265505942,15,1,15,0,0,0,3,0.448990165,1.621748065
316,0,0,0,0,0,0,0,0,0,0,23,18,-4.694145086,-1.255010514,5,1,10,1,4,0,1,1.382764514,1.510074234
317,1,1,0,0,0,0,1,1,1,2,9,2,0.227774029,0.09463596,12,1,12,0,0,0,3,-0.681188513,-0.543567304
318,0,0,0,0,0,0,0,0,0,0,12,1,0.881672794,0.532599685,13,1,3,0,0,1,1,-0.894533025,0.427416431
319,0,0,1,1,1,1,1,4,1,18,14,14,-4.384874076,-3.77552697,7,1,104,1,2,0,1,-0.299653638,0.204068769
320,1,1,1,1,1,6,1,1,1,8,14,17,-4.623431592,-1.147744619,8,1,100,1,1,0,1,1.158971388,1.621748065
321,0,0,0,0,0,0,0,0,0,0,15,3,-2.043193277,-1.290765812,8,1,5,1,1,1,1,0.018172352,-0.495163326
322,0,0,0,0,0,0,0,0,0,0,8,11,-0.116853727,-1.692974239,8,1,52,0,0,0,1,0.659636632,1.238322356
323,1,1,0,0,0,0,0,0,1,1,9,2,0.501688291,-1.255010514,13,1,20,0,0,0,1,-1.455182702,-1.101936696
324,0,0,0,0,0,0,0,0,0,0,13,3,0.537045038,-0.271817169,16,0,0,0,0,0,3,-0.714350201,0.427416431
325,0,0,0,0,0,0,0,0,0,0,10,2,0.846316047,1.30126124,12,1,3,0,0,0,1,-0.476221434,-1.262014744
326,0,0,0,0,0,0,1,1,1,1,1,0,2.189470325,2.945850246,15,0,0,0,0,0,3,1.098199974,1.621748065
327,0,0,0,0,0,0,0,0,0,0,16,6,-1.389294511,-0.343327765,12,0,0,0,0,1,3,0.990860305,1.621748065
328,0,0,0,0,0,0,0,0,0,0,14,2,-3.386347555,-0.78129149,11,0,0,0,0,0,1,-0.593694092,-1.325284358
329,0,0,0,0,0,0,0,0,0,0,9,0,-0.355411243,1.30126124,15,1,12,0,0,1,1,1.70846612,1.126648525
330,0,0,0,0,0,0,0,0,1,1,10,3,-0.700038999,-0.012629935,12,0,0,1,1,0,1,-1.174357393,-0.878589035
331,0,0,0,0,1,5,0,0,1,8,15,8,-2.626378548,-1.183499917,3,1,5,1,2,0,1,-0.310497707,0.650764092
332,1,1,0,0,1,4,0,0,1,6,2,4,1.844842569,0.827542217,14,1,31,0,0,1,1,-0.352708384,-0.17935694
333,1,3,0,0,0,0,0,0,1,3,10,11,0.572401785,2.141433392,11,1,11,0,0,1,3,-1.73832614,-2.407942162
334,0,0,0,0,0,0,0,0,0,0,9,4,1.915556063,2.945850246,15,1,6,0,0,1,1,1.648539285,-0.766915204
335,0,0,0,0,0,0,0,0,0,0,11,3,0.607758532,-0.307572467,8,1,1,0,0,1,1,0.087271369,-0.543567304
336,0,0,0,0,0,0,0,0,0,0,6,5,-3.730975311,0.023125363,6,0,0,0,0,0,1,-0.244204842,-0.543567304
337,0,0,0,0,1,2,1,2,1,4,15,5,-0.770752493,0.42533379,13,1,2,0,0,0,1,-0.051423122,1.126648525
338,0,0,0,0,0,0,1,2,1,2,15,1,-0.461481484,-4.687209718,10,1,8,0,0,1,1,1.798338996,1.034189801
339,0,0,0,0,0,0,1,2,1,2,7,2,0.881672794,-0.78129149,6,1,2,0,0,1,1,0.685808361,0.3157426
340,0,0,0,0,0,0,0,0,0,0,7,7,1.606285054,1.739224966,7,1,5,0,0,1,1,1.664465257,0.204068769
341,0,0,0,0,0,0,0,0,0,0,5,1,1.844842569,1.667714369,14,0,0,0,0,1,1,-1.419654718,-0.383489495
342,0,0,0,0,0,0,0,0,0,0,1,0,2.534098081,0.461089088,10,0,0,0,0,1,2,0.14185052,-1.373688575
343,0,0,0,0,0,0,0,0,0,0,15,3,-1.044666755,-2.023672069,6,0,0,0,0,0,1,1.380864602,0.539090261
344,0,0,0,0,0,0,0,0,0,0,7,3,2.189470325,1.337016539,12,0,0,0,0,1,3,1.880735493,1.126648525
345,0,0,1,1,1,1,1,2,1,3,9,4,1.844842569,0.461089088,14,1,18,0,0,1,1,-0.916182232,NA
346,1,20,0,0,1,100,1,4,1,124,17,13,-3.077076545,-0.343327765,8,1,52,1,1,0,1,-0.87948637,-0.878589035
347,0,0,0,0,0,0,0,0,0,0,13,6,1.190943803,1.337016539,9,1,4,0,0,1,1,-1.85020933,-1.101936696
348,0,0,0,0,0,0,0,0,0,0,7,4,-1.115380249,0.496844387,14,0,0,0,0,0,1,-1.432359172,-1.373688575
349,0,0,0,0,0,0,0,0,0,0,15,5,2.189470325,0.058880662,10,0,0,0,0,1,1,0.215825093,-0.926993013
