ID,ShopliftingPrev,ShopliftingFreq,SeriousTheftPrev,SeriousTheftFreq,CrimDamagePrev,CrimDamageFreq,ViolentCrimePrev,ViolentCrimeFreq,TotalCrimePrev,TotalCrimeFreq,PoorSelfControl,PeerCrime,MoralEmotions,Deterrence,NeighInforSocControl,AlcoholPrev,AlcoholFreq,ArrestedPrev,ArrestedFreq,Sex,Ethnicity,NeighbourhoodSD,FamilySD
350,0,0,0,0,0,0,0,0,0,0,9,3,1.155587057,2.069922796,16,0,0,0,0,0,1,-1.028357792,-0.655241373
351,0,0,0,0,0,0,0,0,0,0,13,7,-0.496838231,-2.095182666,8,1,52,0,0,1,1,2.22880243,1.014974217
352,0,0,0,0,0,0,0,0,0,0,7,0,2.189470325,2.945850246,13,0,0,0,0,0,1,-1.197579728,-0.990262866
353,0,0,0,0,0,0,0,0,0,0,9,6,-0.08149698,0.023125363,8,0,0,0,0,0,1,1.572118218,1.126648525
354,0,0,0,0,0,0,0,0,0,0,16,4,-1.389294511,0.058880662,15,1,6,0,0,0,1,-0.620572316,-0.17935694
355,0,0,0,0,0,0,1,60,1,60,10,7,1.880199316,1.265505942,11,1,12,1,2,0,1,1.095950379,0.043990722
356,0,0,0,0,1,2,1,5,1,10,10,11,-1.698565521,-2.023672069,5,1,50,1,2,0,1,-0.06140238,-0.495163326
357,0,0,0,0,0,0,0,0,0,0,7,3,2.189470325,2.945850246,14,1,6,0,0,1,1,-0.928600534,-1.373688575
358,0,0,0,0,0,0,0,0,0,0,9,1,2.189470325,0.058880662,15,1,4,0,0,1,1,-1.465529042,-1.820384136
359,0,0,0,0,0,0,0,0,0,0,10,9,1.22630055,2.141433392,11,0,0,0,0,1,3,0.661843688,1.145864109
360,1,2,0,0,1,5,0,0,1,7,15,6,-3.077076545,-5.053662847,9,1,200,1,1,1,1,1.863351454,1.349996187
361,0,0,0,0,0,0,0,0,0,0,10,4,0.157060535,-0.817046789,14,1,2,0,0,0,1,-1.795471138,-1.436958427
362,0,0,0,0,0,0,0,0,0,0,11,2,1.844842569,0.389578492,7,0,0,0,0,1,3,-0.231449794,1.621748065
363,1,2,0,0,1,3,1,2,1,7,12,11,-2.078550024,-1.147744619,9,0,0,0,0,0,2,-0.989445881,-1.038666844
364,0,0,0,0,0,0,0,0,0,0,7,0,1.844842569,1.739224966,8,0,0,0,0,0,1,0.939807936,1.621748065
365,0,0,0,0,0,0,0,0,0,0,11,2,0.846316047,0.461089088,12,1,1,0,0,1,1,-0.345898034,-0.067683109
366,0,0,0,0,0,0,0,0,0,0,13,4,-1.389294511,-0.817046789,15,0,0,1,1,0,3,0.990860305,0.810842139
367,0,0,0,0,1,52,1,7,1,59,20,6,-4.623431592,-2.497391093,16,1,52,0,0,1,1,1.775128442,1.238322356
368,0,0,0,0,0,0,0,0,0,0,2,2,1.570928307,2.141433392,2,0,0,0,0,1,1,-0.107814532,1.145864109
369,0,0,0,0,0,0,0,0,0,0,7,7,1.155587057,1.337016539,11,1,24,0,0,0,1,-1.048383848,-0.495163326
370,1,1,0,0,1,2,0,0,1,3,14,5,-1.733922268,-3.373318543,7,1,2,1,2,0,1,0.903284634,0.539090261
371,0,0,0,0,1,3,0,0,1,3,8,4,0.881672794,-1.219255215,14,1,2,1,1,0,2,-0.693960392,-1.373688575
372,0,0,0,0,0,0,0,0,0,0,10,1,1.606285054,-1.657218941,12,1,30,0,0,0,1,0.988298439,0.0923947
373,1,20,0,0,1,20,1,40,1,81,14,17,-0.496838231,-1.621463642,6,1,150,1,1,0,1,0.268801252,-0.655241373
374,0,0,0,0,0,0,0,0,0,0,7,0,1.606285054,0.899052814,10,0,0,0,0,0,1,0.206231305,0.3157426
375,0,0,0,0,1,1,0,0,1,1,9,3,1.500214813,2.105678094,13,1,11,1,1,1,1,-0.593694092,-0.990262866
376,0,0,0,0,0,0,0,0,0,0,10,5,0.298487523,1.30126124,12,1,10,0,0,1,1,0.988298439,0.3157426
377,0,0,1,1,1,2,1,1,1,3,14,9,1.53557156,-2.899599519,11,1,30,1,1,0,1,-1.169734952,-0.067683109
378,0,0,0,0,0,0,0,0,0,0,11,3,0.572401785,-2.095182666,12,1,4,0,0,1,1,-0.869785744,-0.655241373
379,0,0,0,0,0,0,0,0,0,0,13,5,1.155587057,0.899052814,12,1,3,0,0,1,1,0.127101173,1.238322356
380,0,0,0,0,0,0,0,0,0,0,2,2,2.534098081,1.703469667,13,0,0,0,0,0,1,-0.733317688,-0.878589035
381,0,0,0,0,0,0,0,0,0,0,9,5,-2.555665055,-2.130937964,2,1,40,0,0,0,1,1.245804987,0.810842139
382,0,0,0,0,0,0,0,0,0,0,7,1,1.53557156,2.543641819,8,0,0,0,0,1,2,-1.284664053,0.7624384
383,0,0,0,0,0,0,0,0,0,0,9,2,1.190943803,2.945850246,12,1,5,0,0,0,1,-1.417901855,-1.548632258
384,0,0,0,0,0,0,0,0,0,0,8,8,1.570928307,1.337016539,11,1,35,0,0,1,1,-0.523369414,-1.373688575
385,0,0,0,0,0,0,0,0,0,0,9,2,1.53557156,0.058880662,11,1,2,0,0,0,1,0.731365969,1.238322356
386,0,0,0,0,0,0,0,0,0,0,1,12,2.189470325,0.09463596,10,1,3,0,0,1,1,-0.929043841,0.204068769
387,0,0,0,0,0,0,0,0,0,0,1,2,2.189470325,1.703469667,14,0,0,0,0,1,2,-1.750900219,-1.708710186
388,1,4,0,0,1,2,0,0,1,6,9,11,-0.770752493,0.058880662,11,1,50,0,0,1,1,1.059712012,-0.431893473
389,0,0,0,0,0,0,0,0,0,0,11,7,-1.080023502,-1.549953046,10,1,50,0,0,0,1,-0.714350201,0.539090261
390,1,5,0,0,0,0,0,0,1,5,8,7,-0.08149698,-0.78129149,9,1,30,0,0,1,1,0.717770213,1.126648525
391,0,0,0,0,0,0,0,0,0,0,7,2,-2.317107539,2.945850246,6,0,0,0,0,0,1,0.795947402,0.204068769
392,0,0,0,0,0,0,0,0,0,0,12,3,0.227774029,-1.621463642,10,1,12,0,0,0,1,-0.306822105,1.126648525
393,0,0,0,0,0,0,0,0,0,0,15,9,1.155587057,0.058880662,10,1,5,0,0,1,1,-0.737203239,-1.150340913
394,0,0,0,0,0,0,0,0,0,0,3,1,2.534098081,2.945850246,15,0,0,0,0,0,3,-1.105373722,-0.878589035
395,0,0,0,0,0,0,0,0,0,0,13,3,-0.496838231,0.532599685,2,1,2,0,0,0,1,-0.996141921,-1.101936696
396,1,5,0,0,0,0,0,0,1,5,12,9,-0.116853727,0.496844387,13,1,5,0,0,0,3,-0.363711169,-0.383489495
397,0,0,0,0,0,0,0,0,1,1,9,8,-1.733922268,0.863297515,7,1,25,0,0,1,1,0.573831347,1.621748065
398,0,0,0,0,1,7,0,0,1,7,16,6,0.227774029,-2.935354818,4,1,10,1,2,0,1,1.494722571,0.874111754
399,0,0,0,0,1,3,1,10,1,13,12,9,-3.350990808,-2.059427367,10,1,52,1,1,0,1,-0.243722922,0.519874916
400,0,0,0,0,0,0,0,0,0,0,10,4,-1.733922268,-1.219255215,7,1,20,0,0,0,1,-0.040999271,-0.766915204
401,0,0,0,0,0,0,0,0,0,0,12,3,0.917029541,2.141433392,11,1,5,0,0,1,1,-1.680400173,-0.606837157
402,0,0,0,0,0,0,0,0,0,0,17,11,-3.934176079,-3.739771671,10,0,0,0,0,1,2,0.173941899,-0.514378671
403,0,0,0,0,0,0,0,0,0,0,12,2,1.22630055,0.42533379,13,0,0,0,0,0,1,-0.540423809,-0.878589035
404,0,0,0,0,1,1,0,0,1,1,4,4,1.500214813,0.863297515,10,1,24,0,0,0,1,-0.703293511,-0.271815426
405,0,0,0,0,0,0,0,0,0,0,6,3,1.844842569,2.141433392,14,0,0,0,0,1,1,-0.880470758,-0.926993013
406,1,80,0,0,0,0,0,0,1,80,12,9,1.500214813,0.934808112,4,1,10,1,1,1,1,1.062243543,0.791626556
407,1,7,1,8,1,9,1,3,1,34,18,10,-1.424651258,-2.425880496,14,1,4,1,2,0,1,0.7936388,1.014974217
408,1,7,0,0,1,3,1,3,1,13,15,12,-2.043193277,-2.059427367,6,1,78,1,1,0,1,-0.521900775,-0.766915204
409,0,0,0,0,0,0,0,0,0,0,12,4,1.844842569,0.899052814,12,1,3,0,0,1,1,-1.324432341,-0.815319182
410,0,0,0,0,1,1,1,1,1,2,15,0,-1.627852027,-0.414838362,8,1,2,0,0,0,1,-0.733317688,1.126648525
411,1,2,0,0,0,0,0,0,1,2,9,7,1.880199316,1.337016539,13,1,5,0,0,0,1,-0.593694092,0.427416431
412,0,0,0,0,0,0,0,0,0,0,14,4,1.155587057,0.791786919,10,1,20,0,0,0,2,0.526041251,0.854896647
413,0,0,0,0,0,0,0,0,0,0,4,1,1.500214813,2.945850246,15,1,12,0,0,1,1,-0.96015976,-0.160141595
414,0,0,0,0,0,0,0,0,0,0,7,4,0.607758532,0.899052814,9,1,1,0,0,0,1,0.136042581,0.204068769
415,0,0,0,0,0,0,1,2,1,2,6,2,-1.080023502,-0.817046789,6,1,5,0,0,1,1,1.382764514,0.903300863
416,0,0,0,0,0,0,1,2,1,2,10,5,-0.426124737,0.058880662,10,1,2,0,0,1,1,1.004118516,-0.815319182
417,0,0,0,0,0,0,0,0,0,0,5,2,1.500214813,2.105678094,9,0,0,0,0,0,2,1.664465257,0.743222816
418,0,0,1,1,0,0,1,2,1,2,6,3,-0.496838231,-0.343327765,10,1,1,0,0,0,1,0.675618514,0.854896647
419,0,0,0,0,0,0,0,0,0,0,11,1,2.534098081,2.105678094,11,0,0,0,0,1,3,0.701741148,0.3157426
420,0,0,0,0,1,3,1,4,1,7,9,12,-0.532194977,0.532599685,10,1,10,1,3,0,3,-0.372726651,1.126648525
421,0,0,0,0,0,0,0,0,0,0,8,1,1.22630055,2.105678094,9,1,2,0,0,1,1,-0.46675341,-0.543567304
422,0,0,0,0,0,0,0,0,0,0,12,6,0.537045038,0.42533379,11,1,3,0,0,1,1,-1.349112641,-2.407942162
423,1,3,0,0,0,0,0,0,1,3,7,2,0.192417282,-2.095182666,6,1,4,0,0,1,2,0.040388922,-0.703645113
424,0,0,0,0,1,4,1,1,1,5,19,6,-1.460008005,-1.147744619,5,1,360,1,3,0,1,0.636937356,0.0923947
425,0,0,0,0,0,0,1,2,1,2,16,9,-0.770752493,0.058880662,9,1,20,1,1,1,1,-0.244204842,0.155664552
426,1,8,1,8,1,33,1,5,1,54,13,11,-1.733922268,-2.461635794,6,1,80,1,4,0,1,1.430814046,0.267338622
427,0,0,0,0,0,0,0,0,0,0,8,2,2.534098081,1.739224966,10,1,2,0,0,0,1,-0.660239439,1.014974217
428,0,0,0,0,0,0,0,0,0,0,8,1,1.844842569,1.337016539,14,1,3,0,0,1,1,-1.567723617,-1.820384136
429,0,0,0,0,0,0,0,0,0,0,6,5,1.155587057,0.863297515,10,1,12,0,0,0,1,-0.713457185,-0.383489495
430,0,0,0,0,0,0,0,0,0,0,3,0,1.844842569,2.945850246,5,1,1,0,0,1,1,0.675618514,1.621748065
431,0,0,0,0,0,0,0,0,0,0,11,1,1.844842569,0.934808112,11,1,20,0,0,0,1,-1.417901855,-2.407942162
432,0,0,1,1,0,0,0,0,1,1,16,12,-4.004889573,-1.219255215,4,1,5,1,2,1,1,0.685808361,0.92251597
433,1,2,0,0,1,4,0,0,1,8,14,10,-2.697092042,-0.78129149,10,1,80,1,2,1,1,0.5363899,0.427416431
434,0,0,0,0,1,3,1,1,1,8,8,11,-0.116853727,-0.78129149,14,1,5,0,0,0,1,0.197800572,0.743222816
435,0,0,0,0,0,0,0,0,0,0,9,4,1.155587057,1.229750644,7,1,6,0,0,1,1,-0.243722922,-1.038666844
436,0,0,0,0,0,0,0,0,0,0,16,8,-4.349517329,-1.219255215,6,1,9,1,2,0,1,0.14185052,1.126648525
437,0,0,0,0,0,0,0,0,0,0,6,0,2.534098081,2.945850246,10,0,0,0,0,0,2,-0.299653638,-0.048467764
438,0,0,0,0,1,2,0,0,1,12,14,5,-2.626378548,-1.183499917,9,1,30,0,0,0,2,-0.452705248,-1.548632258
439,0,0,0,0,0,0,0,0,0,0,11,2,-0.08149698,0.023125363,12,1,15,0,0,0,1,-0.630185704,-0.878589035
440,0,0,0,0,0,0,0,0,0,0,7,4,1.500214813,-0.343327765,11,1,1,0,0,0,1,1.013613357,0.92251597
441,0,0,0,0,0,0,0,0,0,0,10,6,1.190943803,0.42533379,10,1,1,0,0,1,1,0.97956553,0.3157426
442,0,0,0,0,1,1,0,0,1,1,21,3,0.572401785,1.739224966,8,1,3,1,1,1,1,1.648539285,0.379012453
443,0,0,0,0,0,0,0,0,0,0,6,1,0.881672794,0.058880662,6,1,2,0,0,1,1,-0.354475013,-1.548632258
444,0,0,0,0,0,0,0,0,0,0,5,9,-1.353937764,-1.183499917,5,1,10,0,0,0,1,0.669059888,-0.383489495
445,0,0,0,0,0,0,0,0,0,0,8,4,0.881672794,-0.379083064,12,1,5,0,0,0,1,-1.432359172,1.126648525
446,0,0,0,0,0,0,0,0,0,0,18,2,0.192417282,0.899052814,15,0,0,0,0,1,3,0.723991148,0.810842139
447,1,8,1,4,1,2,0,0,1,14,18,8,-2.078550024,-2.497391093,6,1,156,1,2,1,1,0.153148396,0.743222816
448,1,2,0,0,1,2,0,0,1,4,9,4,-0.461481484,1.739224966,7,1,2,0,0,1,1,0.601563696,0.539090261
449,0,0,0,0,1,52,1,2,1,64,20,8,-1.733922268,0.863297515,14,1,5,0,0,0,1,-0.593694092,-2.184594381
450,0,0,0,0,0,0,0,0,0,0,10,1,0.607758532,-1.219255215,12,0,0,0,0,1,1,-0.660620945,0.3157426
451,0,0,0,0,0,0,0,0,0,0,11,6,1.570928307,0.461089088,7,1,3,0,0,1,1,-0.300420647,-0.990262866
452,1,1,0,0,1,2,1,2,1,5,11,12,0.192417282,-0.343327765,12,1,160,1,2,1,1,-0.247157658,0.204068769
453,1,1,0,0,1,1,1,5,1,7,12,8,-0.461481484,-0.343327765,10,0,0,0,0,1,1,-0.314801031,0.427416431
454,0,0,0,0,0,0,0,0,0,0,12,4,1.22630055,-0.414838362,9,1,4,0,0,0,1,-0.095675215,0.155664552
455,0,0,0,0,0,0,1,1,1,1,4,2,1.22630055,1.30126124,14,1,1,1,1,0,1,0.251287191,1.621748065
456,0,0,0,0,0,0,0,0,0,0,9,4,0.192417282,-0.78129149,13,0,0,0,0,0,1,-0.620572316,-1.373688575
457,1,2,1,1,1,2,1,6,1,10,11,7,-1.424651258,0.058880662,14,1,11,0,0,0,1,-0.356056261,-0.878589035
458,0,0,0,0,0,0,0,0,0,0,13,1,2.534098081,2.543641819,15,1,4,0,0,1,2,0.988298439,1.621748065
459,0,0,0,0,0,0,0,0,0,0,7,2,2.189470325,0.899052814,13,1,5,0,0,1,1,-1.792640051,-1.262014744
460,0,0,0,0,0,0,0,0,0,0,3,0,2.189470325,2.945850246,12,0,0,0,0,1,1,-0.193638508,-0.67445648
461,0,0,0,0,0,0,0,0,0,0,8,1,1.500214813,2.945850246,11,0,0,0,0,1,3,-0.347867711,-0.766915204
462,1,1,0,0,0,0,0,0,1,1,17,5,-0.461481484,-0.379083064,12,1,11,0,0,1,1,1.009422854,-0.160141595
463,0,0,0,0,0,0,1,12,1,12,13,10,0.917029541,1.667714369,5,1,20,0,0,0,1,0.797329786,-0.271815426
464,0,0,0,0,0,0,0,0,0,0,15,5,-0.116853727,0.934808112,14,0,0,0,0,1,1,-0.301562612,1.398399926
465,0,0,0,0,0,0,1,1,1,1,14,6,-2.697092042,-0.343327765,7,1,10,0,0,1,1,0.851835742,0.427416431
466,0,0,0,0,1,1,0,0,1,1,3,4,1.500214813,0.058880662,14,1,1,1,1,0,1,-0.040999271,-0.67445648
467,0,0,0,0,0,0,0,0,0,0,9,2,2.189470325,0.863297515,12,0,0,0,0,1,3,1.445398892,1.621748065
468,0,0,0,0,0,0,0,0,0,0,7,2,1.155587057,1.265505942,12,1,5,0,0,1,1,1.987070405,1.238322356
469,1,1,0,0,1,7,0,0,1,8,12,6,-0.08149698,0.42533379,13,1,1,0,0,1,1,-1.24081915,0.267338622
470,0,0,0,0,0,0,0,0,0,0,12,5,-1.424651258,-2.461635794,9,1,3,0,0,1,1,-0.703293511,0.379012453
471,1,1,0,0,0,0,0,0,1,1,10,6,-2.317107539,-0.414838362,12,1,3,0,0,1,1,0.601563696,0.379012453
472,1,1,0,0,0,0,1,1,1,2,24,9,-1.733922268,-1.585708344,12,1,110,1,2,1,1,-0.141405588,1.621748065
473,0,0,1,7,1,6,1,3,1,13,3,17,-3.350990808,-3.77552697,5,1,104,1,1,0,1,1.158207116,0.743222816
474,0,0,0,0,0,0,0,0,0,0,10,5,-0.426124737,0.934808112,13,1,5,0,0,0,3,-1.204277457,-1.262014744
475,0,0,0,0,0,0,0,0,0,0,10,9,-0.735395746,0.42533379,9,1,12,0,0,1,1,0.823169942,0.92251597
476,0,0,0,0,0,0,0,0,0,0,14,1,0.881672794,0.058880662,12,1,5,0,0,1,1,0.129920016,1.126648525
477,0,0,0,0,0,0,0,0,0,0,8,1,1.22630055,1.739224966,11,0,0,0,0,1,1,-0.96015976,0.155664552
478,0,0,0,0,0,0,0,0,0,0,4,7,0.537045038,0.09463596,14,1,16,0,0,1,1,-0.939930065,-1.213610527
479,0,0,0,0,0,0,0,0,0,0,16,4,-1.663208774,0.023125363,7,1,103,1,1,1,1,0.791188228,0.631548509
480,0,0,0,0,0,0,0,0,0,0,12,3,-1.389294511,0.863297515,13,0,0,0,0,0,1,1.14099638,-0.067683109
481,0,0,0,0,0,0,0,0,0,0,8,5,1.22630055,0.42533379,15,1,3,0,0,1,1,-0.737203239,0.3157426
482,0,0,0,0,0,0,0,0,0,0,9,0,2.534098081,2.945850246,16,0,0,0,0,1,1,0.675618514,0.519874916
483,0,0,0,0,0,0,0,0,0,0,11,11,-1.009310008,0.461089088,9,1,5,0,0,0,1,0.429410463,-0.655241373
484,0,0,0,0,0,0,0,0,0,0,12,9,-0.010783487,-1.219255215,10,1,50,0,0,1,1,1.430814046,0.650764092
485,0,0,0,0,0,0,0,0,0,0,8,3,0.263130776,-1.692974239,11,0,0,0,0,0,1,-0.174654453,-0.431893473
486,0,0,0,0,0,0,0,0,0,0,12,9,0.537045038,2.141433392,7,1,70,0,0,1,1,-0.174654453,1.349996187
487,0,0,0,0,0,0,0,0,0,0,8,9,-0.735395746,-2.461635794,10,1,30,0,0,1,1,0.153148396,0.7624384
488,0,0,0,0,0,0,0,0,0,0,11,5,2.534098081,-0.674025595,12,0,0,0,0,1,3,-0.372726651,-0.703645113
489,1,1,0,0,0,0,0,0,1,1,11,8,-3.315634061,-3.337563245,11,1,4,0,0,1,1,1.191425482,1.238322356
490,1,4,0,0,1,1,1,4,1,9,12,8,-1.424651258,-0.379083064,10,1,26,1,1,1,1,-0.46675341,-0.543567304
491,0,0,0,0,1,3,0,0,1,3,9,7,-1.389294511,-0.817046789,10,1,104,0,0,0,1,0.448060513,-0.116087087
492,1,28,0,0,1,6,0,0,1,36,18,16,-3.112433292,-1.585708344,7,1,27,1,2,0,1,-0.328738976,-0.766915204
493,0,0,0,0,0,0,0,0,0,0,12,5,0.501688291,0.934808112,9,1,50,0,0,1,1,1.009021238,-0.291031009
494,1,3,0,0,1,20,1,1,1,25,24,8,-0.461481484,-1.255010514,7,1,5,0,0,0,1,0.582502167,-0.431893473
495,0,0,0,0,0,0,0,0,0,0,8,2,1.155587057,2.543641819,9,1,2,0,0,0,1,1.158207116,-0.543567304
496,0,0,0,0,0,0,0,0,0,0,7,3,2.189470325,1.703469667,14,1,1,0,0,1,1,-1.340567183,-1.849572769
497,0,0,0,0,0,0,0,0,0,0,9,6,0.846316047,-0.379083064,14,0,0,0,0,1,1,1.444245035,0.3157426
498,1,50,0,0,0,0,1,3,1,53,13,8,-4.623431592,-2.935354818,9,1,52,0,0,1,1,-1.207327073,-0.766915204
499,0,0,0,0,0,0,0,0,0,0,14,1,-1.627852027,1.739224966,10,1,20,0,0,0,1,1.133201986,0.743222816
500,0,0,0,0,0,0,0,0,0,0,12,2,1.570928307,0.863297515,11,0,0,0,0,0,1,0.364634413,0.539090261
501,0,0,0,0,0,0,0,0,0,0,12,2,1.155587057,0.496844387,12,1,4,0,0,0,1,-1.034295541,-0.655241373
502,0,0,0,0,0,0,0,0,0,0,8,3,-2.078550024,-3.77552697,4,1,21,0,0,0,1,0.795947402,-0.40270484
503,0,0,0,0,0,0,0,0,0,0,4,1,2.534098081,1.739224966,16,0,0,0,0,1,1,-1.464381683,-0.198572285
504,0,0,0,0,0,0,0,0,0,0,11,5,-1.389294511,-0.379083064,14,1,21,0,0,0,1,0.569229073,0.854896647
505,0,0,0,0,0,0,0,0,0,0,18,17,-2.078550024,-1.657218941,5,1,12,1,3,1,1,1.880735493,1.733421896
506,1,6,1,1,1,7,0,0,1,17,12,6,-2.352464286,-2.899599519,11,1,9,1,1,1,1,-0.057169289,1.733421896
507,0,0,1,5,1,3,1,16,1,43,15,17,-3.421704302,-2.390125198,11,0,0,1,4,0,1,-1.432359172,-0.383489495
508,0,0,0,0,1,6,1,3,1,10,15,10,-0.461481484,-0.343327765,13,1,50,1,1,1,1,-0.585867075,-0.160141595
509,0,0,0,0,0,0,1,4,1,4,13,8,-0.187567221,2.141433392,16,1,8,0,0,1,1,-0.30693839,-1.597036236
510,0,0,0,0,0,0,0,0,0,0,19,2,1.261657297,-0.817046789,12,1,3,0,0,1,1,1.798338996,1.621748065
511,0,0,0,0,0,0,1,2,1,2,18,9,-1.663208774,2.945850246,12,1,1,0,0,1,1,0.760998894,1.621748065
512,0,0,0,0,0,0,0,0,0,0,5,2,2.189470325,2.945850246,16,0,0,0,0,1,3,1.695148076,-0.703645113
513,0,0,0,0,0,0,0,0,0,0,7,5,1.22630055,0.130391258,11,1,1,0,0,1,1,1.41863868,1.126648525
514,0,0,0,0,0,0,0,0,0,0,8,6,1.844842569,1.30126124,13,1,20,0,0,1,1,-0.89750022,0.063206067
515,0,0,0,0,0,0,0,0,0,0,13,1,1.53557156,1.337016539,11,1,1,0,0,0,1,0.906786371,0.539090261
516,0,0,0,0,0,0,0,0,0,0,10,2,2.189470325,2.141433392,12,0,0,0,0,1,1,-0.278108944,-0.291031009
517,0,0,0,0,0,0,0,0,0,0,9,4,0.537045038,0.058880662,11,1,3,0,0,0,1,1.261343831,0.810842139
518,0,0,0,0,0,0,1,1,1,1,5,11,2.534098081,1.30126124,15,0,0,0,0,0,1,-1.349112641,-1.373688575
519,0,0,0,0,0,0,0,0,0,0,10,4,1.500214813,1.30126124,14,1,5,0,0,1,1,-0.863733771,-0.383489495
520,0,0,0,0,0,0,0,0,0,0,13,2,1.22630055,0.496844387,14,0,0,0,0,1,3,0.795947402,0.810842139
521,0,0,0,0,1,30,1,10,1,48,12,11,-0.735395746,-1.183499917,12,1,80,0,0,0,1,0.040388922,0.631548509
522,1,1,1,3,1,7,1,2,1,11,20,13,-4.349517329,-3.739771671,15,1,20,1,2,0,1,0.342250099,0.427416431
523,0,0,0,0,0,0,0,0,0,0,19,5,-0.700038999,-1.183499917,7,1,23,0,0,1,1,0.749205451,1.126648525
524,0,0,0,0,0,0,0,0,0,0,11,7,0.192417282,-0.343327765,13,1,11,0,0,1,1,-0.756976813,-0.689322355
525,0,0,0,0,0,0,0,0,0,0,12,7,-0.735395746,-2.425880496,8,0,0,0,0,0,1,-1.105373722,-0.160141595
